lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
23.69405,40.22211,0.132,0.158,0.359,0.502,0.685,0.836,0.26,0.31,0.69,0.98,1.38,1.73,0.15,0.18,0.38,0.55,0.81,1.03,0.09,0.1,0.22,0.3,0.45,0.59,0.05,0.07,0.14,0.2,0.29,0.37
23.69405,39.92211,0.166,0.205,0.426,0.576,0.825,1.05,0.32,0.39,0.87,1.22,1.82,2.37,0.18,0.21,0.49,0.7,1.06,1.39,0.1,0.12,0.27,0.39,0.57,0.75,0.06,0.08,0.17,0.24,0.35,0.46
23.74405,41.62211,0.084,0.103,0.255,0.376,0.551,0.696,0.17,0.2,0.48,0.7,1.08,1.42,0.1,0.12,0.27,0.39,0.59,0.8,0.06,0.07,0.15,0.21,0.32,0.43,0.04,0.04,0.1,0.13,0.2,0.26
23.74405,41.57211,0.082,0.1,0.234,0.338,0.5,0.648,0.16,0.2,0.45,0.65,0.97,1.27,0.1,0.12,0.25,0.36,0.55,0.72,0.06,0.07,0.14,0.2,0.3,0.39,0.04,0.04,0.09,0.13,0.19,0.24
23.74405,41.52211,0.065,0.079,0.19,0.283,0.424,0.544,0.13,0.15,0.35,0.51,0.78,1.06,0.07,0.08,0.17,0.25,0.38,0.52,0.04,0.04,0.09,0.13,0.2,0.27,0.02,0.03,0.06,0.08,0.12,0.16
23.74405,41.47211,0.067,0.082,0.187,0.268,0.397,0.519,0.13,0.16,0.36,0.51,0.75,0.99,0.07,0.08,0.18,0.26,0.39,0.51,0.04,0.05,0.1,0.14,0.21,0.27,0.03,0.03,0.06,0.09,0.13,0.17
23.74405,41.42211,0.066,0.08,0.189,0.28,0.43,0.555,0.13,0.15,0.35,0.51,0.78,1.06,0.07,0.08,0.18,0.25,0.39,0.52,0.04,0.05,0.1,0.14,0.2,0.27,0.02,0.03,0.06,0.09,0.13,0.17
23.74405,41.37211,0.068,0.083,0.192,0.273,0.403,0.525,0.13,0.16,0.37,0.52,0.78,1.02,0.07,0.09,0.19,0.27,0.4,0.53,0.04,0.05,0.1,0.15,0.22,0.28,0.03,0.03,0.07,0.09,0.13,0.18
23.74405,41.32211,0.065,0.08,0.191,0.284,0.436,0.56,0.13,0.15,0.36,0.51,0.79,1.07,0.07,0.08,0.18,0.25,0.39,0.52,0.04,0.05,0.1,0.14,0.2,0.27,0.02,0.03,0.06,0.09,0.13,0.17
23.74405,41.27211,0.071,0.087,0.201,0.287,0.427,0.557,0.14,0.17,0.39,0.55,0.82,1.09,0.07,0.09,0.2,0.29,0.43,0.57,0.04,0.05,0.11,0.16,0.23,0.31,0.03,0.03,0.07,0.1,0.15,0.19
23.74405,41.22211,0.069,0.085,0.207,0.31,0.447,0.562,0.13,0.16,0.38,0.55,0.86,1.15,0.07,0.08,0.19,0.28,0.42,0.58,0.04,0.05,0.1,0.15,0.22,0.3,0.03,0.03,0.07,0.09,0.14,0.19
23.74405,41.17211,0.067,0.083,0.194,0.281,0.42,0.542,0.13,0.16,0.36,0.52,0.78,1.06,0.07,0.08,0.18,0.26,0.39,0.53,0.04,0.04,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
23.74405,41.12211,0.077,0.094,0.237,0.343,0.479,0.596,0.15,0.18,0.42,0.63,0.96,1.24,0.08,0.1,0.22,0.32,0.49,0.67,0.05,0.06,0.12,0.17,0.26,0.35,0.03,0.04,0.08,0.11,0.16,0.22
23.74405,41.07211,0.083,0.102,0.239,0.343,0.5,0.63,0.16,0.19,0.44,0.63,0.97,1.27,0.09,0.11,0.24,0.34,0.51,0.68,0.05,0.06,0.13,0.19,0.28,0.38,0.03,0.04,0.09,0.12,0.18,0.23
23.74405,41.02211,0.101,0.125,0.299,0.414,0.58,0.729,0.2,0.24,0.56,0.81,1.22,1.59,0.12,0.14,0.31,0.45,0.68,0.92,0.07,0.08,0.18,0.25,0.38,0.5,0.05,0.06,0.12,0.17,0.24,0.31
23.74405,40.97211,0.105,0.129,0.292,0.407,0.579,0.733,0.2,0.25,0.56,0.78,1.14,1.48,0.12,0.14,0.31,0.44,0.65,0.85,0.07,0.08,0.18,0.25,0.36,0.47,0.05,0.06,0.12,0.16,0.24,0.31
23.74405,40.92211,0.121,0.149,0.338,0.455,0.63,0.788,0.24,0.29,0.66,0.92,1.33,1.7,0.14,0.17,0.37,0.53,0.78,1.02,0.08,0.1,0.22,0.3,0.43,0.55,0.06,0.07,0.14,0.19,0.28,0.36
23.74405,40.87211,0.115,0.14,0.311,0.421,0.584,0.732,0.22,0.27,0.59,0.83,1.2,1.54,0.12,0.15,0.32,0.45,0.66,0.86,0.07,0.09,0.18,0.25,0.36,0.47,0.05,0.06,0.12,0.16,0.23,0.29
23.74405,40.82211,0.112,0.138,0.288,0.388,0.538,0.672,0.21,0.26,0.57,0.78,1.1,1.37,0.11,0.13,0.3,0.43,0.62,0.79,0.06,0.07,0.16,0.22,0.33,0.43,0.04,0.05,0.1,0.14,0.21,0.27
23.74405,40.77211,0.107,0.13,0.276,0.372,0.518,0.644,0.19,0.24,0.53,0.73,1.02,1.28,0.1,0.12,0.26,0.36,0.52,0.67,0.05,0.06,0.13,0.19,0.27,0.35,0.03,0.04,0.09,0.12,0.17,0.22
23.74405,40.62211,0.126,0.151,0.306,0.407,0.558,0.693,0.23,0.28,0.6,0.8,1.11,1.38,0.11,0.13,0.31,0.43,0.59,0.75,0.06,0.07,0.16,0.22,0.31,0.4,0.04,0.04,0.1,0.13,0.19,0.24
23.74405,40.57211,0.132,0.161,0.326,0.434,0.594,0.736,0.24,0.3,0.64,0.86,1.21,1.58,0.12,0.15,0.33,0.46,0.68,0.88,0.06,0.08,0.17,0.25,0.37,0.47,0.04,0.05,0.11,0.15,0.22,0.29
23.74405,40.52211,0.136,0.165,0.328,0.462,0.684,0.877,0.25,0.31,0.69,0.96,1.37,1.74,0.12,0.15,0.35,0.5,0.72,0.94,0.07,0.08,0.19,0.27,0.4,0.52,0.04,0.05,0.12,0.17,0.25,0.33
23.74405,40.47211,0.133,0.165,0.331,0.441,0.622,0.789,0.24,0.3,0.68,0.95,1.36,1.73,0.12,0.15,0.36,0.5,0.73,0.94,0.07,0.08,0.19,0.27,0.4,0.52,0.04,0.05,0.12,0.17,0.25,0.33
23.74405,40.42211,0.124,0.154,0.324,0.472,0.704,0.88,0.22,0.28,0.65,0.91,1.29,1.65,0.11,0.13,0.33,0.47,0.68,0.88,0.06,0.07,0.18,0.26,0.37,0.48,0.04,0.05,0.11,0.16,0.24,0.31
23.74405,40.37211,0.133,0.163,0.354,0.502,0.764,1,0.24,0.3,0.74,1.05,1.48,1.92,0.13,0.16,0.4,0.58,0.85,1.16,0.07,0.09,0.22,0.33,0.47,0.64,0.05,0.06,0.14,0.21,0.31,0.41
23.74405,40.22211,0.13,0.157,0.365,0.491,0.655,0.798,0.26,0.3,0.7,0.98,1.34,1.67,0.14,0.17,0.38,0.55,0.78,1,0.08,0.1,0.21,0.31,0.46,0.58,0.05,0.06,0.14,0.2,0.29,0.38
23.74405,40.17211,0.133,0.159,0.335,0.456,0.638,0.789,0.26,0.31,0.65,0.9,1.29,1.64,0.14,0.17,0.36,0.5,0.73,0.94,0.08,0.1,0.21,0.28,0.4,0.52,0.05,0.06,0.13,0.18,0.26,0.33
23.74405,39.92211,0.174,0.214,0.428,0.575,0.82,1.04,0.32,0.4,0.89,1.24,1.82,2.36,0.18,0.22,0.5,0.7,1.05,1.39,0.1,0.12,0.27,0.39,0.57,0.76,0.06,0.08,0.17,0.24,0.35,0.46
23.79405,41.62211,0.069,0.085,0.21,0.313,0.464,0.584,0.14,0.17,0.39,0.56,0.87,1.16,0.07,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.11,0.15,0.23,0.31,0.03,0.03,0.07,0.1,0.14,0.19
23.79405,41.57211,0.086,0.105,0.243,0.351,0.522,0.681,0.17,0.21,0.48,0.68,1.03,1.35,0.11,0.13,0.28,0.4,0.6,0.8,0.06,0.08,0.16,0.22,0.33,0.44,0.04,0.05,0.11,0.15,0.21,0.27
23.79405,41.52211,0.074,0.09,0.216,0.322,0.497,0.621,0.15,0.18,0.4,0.59,0.91,1.22,0.08,0.1,0.22,0.31,0.48,0.65,0.05,0.06,0.12,0.17,0.26,0.35,0.03,0.04,0.08,0.11,0.16,0.21
23.79405,41.47211,0.072,0.088,0.202,0.29,0.432,0.564,0.14,0.17,0.39,0.56,0.83,1.1,0.08,0.1,0.21,0.3,0.45,0.6,0.05,0.06,0.12,0.16,0.24,0.32,0.03,0.04,0.08,0.11,0.15,0.2
23.79405,41.42211,0.062,0.076,0.181,0.269,0.396,0.501,0.12,0.14,0.33,0.48,0.75,1,0.06,0.07,0.16,0.23,0.36,0.48,0.04,0.04,0.09,0.13,0.19,0.25,0.02,0.03,0.06,0.08,0.12,0.15
23.79405,41.37211,0.068,0.084,0.193,0.277,0.412,0.538,0.13,0.16,0.37,0.53,0.79,1.04,0.07,0.09,0.19,0.27,0.41,0.55,0.04,0.05,0.11,0.15,0.22,0.29,0.03,0.03,0.07,0.1,0.14,0.18
23.79405,41.32211,0.087,0.107,0.258,0.385,0.576,0.736,0.17,0.21,0.5,0.73,1.13,1.52,0.11,0.13,0.29,0.42,0.64,0.87,0.06,0.08,0.17,0.23,0.36,0.47,0.04,0.05,0.11,0.15,0.23,0.3
23.79405,41.27211,0.069,0.085,0.2,0.289,0.432,0.56,0.13,0.16,0.38,0.55,0.82,1.1,0.07,0.09,0.2,0.28,0.43,0.57,0.04,0.05,0.11,0.15,0.23,0.31,0.03,0.03,0.07,0.1,0.15,0.19
23.79405,41.22211,0.067,0.083,0.211,0.313,0.444,0.557,0.13,0.16,0.38,0.56,0.88,1.16,0.07,0.08,0.19,0.28,0.43,0.6,0.04,0.05,0.1,0.15,0.23,0.31,0.03,0.03,0.07,0.09,0.14,0.19
23.79405,41.17211,0.072,0.089,0.213,0.312,0.461,0.583,0.14,0.17,0.4,0.57,0.89,1.19,0.07,0.09,0.2,0.3,0.46,0.63,0.04,0.05,0.11,0.16,0.25,0.34,0.03,0.03,0.07,0.1,0.16,0.21
23.79405,41.12211,0.072,0.089,0.228,0.324,0.454,0.567,0.14,0.17,0.4,0.6,0.92,1.2,0.07,0.09,0.2,0.29,0.46,0.64,0.04,0.05,0.11,0.16,0.24,0.33,0.03,0.03,0.07,0.1,0.16,0.21
23.79405,41.07211,0.078,0.096,0.228,0.328,0.479,0.602,0.15,0.18,0.42,0.61,0.93,1.22,0.08,0.1,0.22,0.32,0.48,0.64,0.05,0.06,0.12,0.17,0.26,0.35,0.03,0.04,0.08,0.11,0.17,0.22
23.79405,41.02211,0.086,0.106,0.259,0.364,0.509,0.634,0.17,0.2,0.47,0.69,1.04,1.34,0.09,0.11,0.25,0.35,0.54,0.72,0.05,0.06,0.14,0.2,0.29,0.39,0.04,0.04,0.09,0.13,0.18,0.24
23.79405,40.97211,0.097,0.119,0.27,0.38,0.548,0.699,0.19,0.23,0.51,0.72,1.06,1.37,0.11,0.13,0.29,0.4,0.59,0.77,0.06,0.08,0.16,0.23,0.33,0.43,0.04,0.05,0.11,0.15,0.21,0.28
23.79405,40.92211,0.123,0.152,0.355,0.486,0.675,0.841,0.24,0.3,0.68,0.98,1.44,1.84,0.15,0.19,0.41,0.58,0.86,1.13,0.09,0.11,0.24,0.33,0.48,0.62,0.06,0.08,0.16,0.22,0.32,0.4
23.79405,40.87211,0.108,0.132,0.296,0.407,0.57,0.717,0.21,0.25,0.55,0.78,1.13,1.45,0.12,0.14,0.3,0.42,0.62,0.81,0.07,0.08,0.17,0.24,0.34,0.44,0.05,0.05,0.12,0.16,0.22,0.28
23.79405,40.82211,0.102,0.126,0.272,0.368,0.512,0.638,0.19,0.23,0.54,0.74,1.04,1.3,0.1,0.12,0.27,0.39,0.57,0.73,0.06,0.07,0.14,0.2,0.3,0.4,0.04,0.04,0.1,0.13,0.19,0.25
23.79405,40.77211,0.108,0.132,0.284,0.38,0.526,0.654,0.2,0.25,0.55,0.76,1.07,1.33,0.1,0.13,0.28,0.39,0.57,0.74,0.06,0.07,0.15,0.21,0.3,0.39,0.04,0.05,0.1,0.13,0.19,0.25
23.79405,40.57211,0.118,0.144,0.3,0.402,0.553,0.688,0.21,0.26,0.57,0.78,1.09,1.35,0.1,0.12,0.28,0.39,0.57,0.74,0.05,0.07,0.15,0.2,0.3,0.4,0.03,0.04,0.09,0.13,0.19,0.24
23.79405,40.52211,0.121,0.148,0.299,0.415,0.62,0.804,0.22,0.27,0.61,0.86,1.23,1.58,0.1,0.13,0.3,0.43,0.63,0.81,0.05,0.07,0.16,0.23,0.34,0.44,0.03,0.04,0.09,0.14,0.2,0.27
23.79405,40.47211,0.131,0.162,0.338,0.45,0.626,0.792,0.24,0.29,0.67,0.96,1.39,1.76,0.12,0.15,0.36,0.51,0.75,0.97,0.07,0.08,0.19,0.28,0.41,0.54,0.04,0.05,0.12,0.18,0.25,0.34
23.79405,40.42211,0.134,0.167,0.343,0.492,0.719,0.912,0.25,0.31,0.74,1.01,1.44,1.82,0.13,0.16,0.39,0.55,0.78,1,0.07,0.09,0.21,0.3,0.44,0.56,0.05,0.06,0.13,0.19,0.27,0.36
23.79405,40.37211,0.147,0.181,0.394,0.553,0.844,1.1,0.27,0.34,0.82,1.18,1.69,2.15,0.16,0.19,0.47,0.69,1,1.33,0.09,0.11,0.27,0.39,0.57,0.75,0.06,0.07,0.17,0.25,0.38,0.5
23.79405,40.17211,0.128,0.153,0.333,0.452,0.624,0.767,0.25,0.3,0.64,0.89,1.26,1.59,0.13,0.16,0.34,0.48,0.7,0.91,0.08,0.09,0.19,0.27,0.39,0.5,0.05,0.06,0.12,0.17,0.24,0.31
23.79405,40.12211,0.14,0.168,0.376,0.518,0.705,0.854,0.27,0.33,0.7,0.98,1.41,1.77,0.15,0.17,0.37,0.52,0.75,0.98,0.08,0.1,0.21,0.28,0.41,0.53,0.05,0.06,0.13,0.18,0.26,0.34
23.79405,40.07211,0.153,0.182,0.375,0.506,0.7,0.862,0.3,0.36,0.73,0.99,1.38,1.74,0.16,0.19,0.41,0.55,0.78,0.99,0.09,0.11,0.23,0.31,0.44,0.55,0.06,0.07,0.15,0.2,0.29,0.37
23.84405,41.62211,0.067,0.082,0.197,0.291,0.448,0.573,0.13,0.16,0.36,0.53,0.81,1.1,0.07,0.08,0.19,0.27,0.41,0.55,0.04,0.05,0.1,0.14,0.21,0.28,0.03,0.03,0.07,0.09,0.13,0.17
23.84405,41.57211,0.069,0.084,0.193,0.276,0.412,0.538,0.13,0.16,0.37,0.53,0.78,1.04,0.07,0.09,0.2,0.27,0.41,0.54,0.04,0.05,0.11,0.15,0.22,0.29,0.03,0.03,0.07,0.1,0.14,0.18
23.84405,41.52211,0.081,0.099,0.235,0.351,0.535,0.698,0.16,0.2,0.45,0.66,1.02,1.37,0.1,0.12,0.26,0.37,0.57,0.76,0.06,0.07,0.15,0.21,0.31,0.41,0.04,0.05,0.1,0.14,0.2,0.26
23.84405,41.47211,0.07,0.085,0.197,0.283,0.422,0.551,0.14,0.17,0.38,0.54,0.81,1.07,0.08,0.09,0.2,0.29,0.43,0.58,0.05,0.05,0.11,0.16,0.23,0.31,0.03,0.04,0.07,0.1,0.15,0.19
23.84405,41.42211,0.072,0.088,0.214,0.318,0.456,0.568,0.14,0.17,0.4,0.59,0.91,1.19,0.08,0.1,0.22,0.31,0.48,0.65,0.05,0.06,0.12,0.17,0.26,0.34,0.03,0.04,0.08,0.11,0.16,0.21
23.84405,41.37211,0.074,0.091,0.212,0.306,0.456,0.592,0.15,0.18,0.41,0.59,0.88,1.16,0.08,0.1,0.22,0.32,0.48,0.64,0.05,0.06,0.13,0.18,0.26,0.35,0.03,0.04,0.08,0.12,0.17,0.22
23.84405,41.32211,0.094,0.116,0.287,0.429,0.633,0.802,0.19,0.24,0.56,0.82,1.27,1.7,0.12,0.15,0.34,0.49,0.75,1.03,0.08,0.09,0.2,0.28,0.42,0.57,0.05,0.06,0.13,0.19,0.28,0.36
23.84405,41.27211,0.064,0.079,0.189,0.275,0.412,0.536,0.12,0.15,0.35,0.51,0.78,1.04,0.06,0.08,0.17,0.25,0.39,0.52,0.04,0.04,0.09,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
23.84405,41.22211,0.068,0.084,0.218,0.318,0.451,0.565,0.13,0.16,0.39,0.59,0.9,1.18,0.07,0.08,0.19,0.28,0.45,0.63,0.04,0.05,0.1,0.15,0.23,0.33,0.03,0.03,0.07,0.1,0.15,0.2
23.84405,41.17211,0.071,0.087,0.213,0.311,0.46,0.583,0.13,0.17,0.39,0.57,0.9,1.2,0.07,0.09,0.2,0.29,0.45,0.64,0.04,0.05,0.11,0.16,0.24,0.34,0.03,0.03,0.07,0.1,0.16,0.21
23.84405,41.12211,0.074,0.092,0.238,0.339,0.474,0.591,0.14,0.17,0.42,0.64,0.96,1.26,0.08,0.09,0.21,0.31,0.5,0.69,0.04,0.05,0.12,0.17,0.26,0.37,0.03,0.03,0.08,0.11,0.17,0.23
23.84405,41.07211,0.078,0.096,0.232,0.337,0.494,0.624,0.15,0.19,0.43,0.62,0.95,1.25,0.08,0.1,0.23,0.33,0.5,0.67,0.05,0.06,0.13,0.18,0.27,0.36,0.03,0.04,0.08,0.12,0.17,0.23
23.84405,41.02211,0.087,0.107,0.264,0.376,0.531,0.667,0.17,0.21,0.48,0.71,1.08,1.4,0.1,0.12,0.26,0.37,0.56,0.76,0.06,0.07,0.15,0.21,0.31,0.41,0.04,0.05,0.1,0.14,0.2,0.26
23.84405,40.97211,0.092,0.113,0.259,0.366,0.532,0.687,0.18,0.22,0.49,0.69,1.01,1.31,0.11,0.13,0.28,0.39,0.57,0.74,0.06,0.07,0.16,0.22,0.32,0.41,0.04,0.05,0.11,0.15,0.21,0.27
23.84405,40.92211,0.097,0.119,0.282,0.395,0.557,0.703,0.19,0.23,0.52,0.75,1.11,1.45,0.11,0.13,0.29,0.4,0.59,0.77,0.06,0.08,0.16,0.22,0.32,0.42,0.04,0.05,0.11,0.15,0.21,0.27
23.84405,40.87211,0.109,0.133,0.3,0.417,0.597,0.76,0.21,0.26,0.57,0.8,1.17,1.51,0.13,0.15,0.33,0.46,0.67,0.88,0.08,0.09,0.19,0.26,0.38,0.49,0.05,0.06,0.13,0.18,0.25,0.32
23.84405,40.82211,0.102,0.126,0.284,0.386,0.538,0.674,0.2,0.24,0.55,0.78,1.1,1.38,0.11,0.13,0.29,0.41,0.62,0.81,0.06,0.08,0.16,0.22,0.33,0.43,0.04,0.05,0.11,0.15,0.21,0.27
23.84405,40.52211,0.118,0.147,0.307,0.415,0.608,0.795,0.21,0.26,0.61,0.86,1.26,1.62,0.1,0.13,0.3,0.44,0.64,0.84,0.06,0.07,0.16,0.24,0.35,0.46,0.04,0.04,0.1,0.14,0.21,0.29
23.84405,40.42211,0.138,0.172,0.362,0.485,0.684,0.861,0.26,0.32,0.74,1.07,1.51,1.89,0.14,0.17,0.42,0.59,0.84,1.07,0.08,0.09,0.23,0.33,0.46,0.59,0.05,0.06,0.14,0.2,0.3,0.37
23.84405,40.37211,0.129,0.158,0.345,0.476,0.718,0.935,0.24,0.29,0.71,1.01,1.44,1.83,0.12,0.15,0.38,0.55,0.8,1.04,0.07,0.09,0.21,0.31,0.45,0.58,0.05,0.06,0.13,0.19,0.29,0.38
23.84405,40.17211,0.12,0.146,0.321,0.429,0.579,0.71,0.23,0.27,0.61,0.84,1.18,1.46,0.12,0.14,0.31,0.44,0.63,0.8,0.07,0.08,0.17,0.24,0.35,0.45,0.04,0.05,0.11,0.15,0.22,0.28
23.84405,40.12211,0.139,0.171,0.38,0.509,0.683,0.828,0.26,0.32,0.71,0.99,1.39,1.72,0.14,0.17,0.36,0.51,0.75,0.96,0.08,0.09,0.2,0.28,0.4,0.52,0.05,0.06,0.13,0.17,0.25,0.32
23.84405,40.07211,0.152,0.183,0.385,0.518,0.715,0.879,0.29,0.35,0.74,1.01,1.41,1.77,0.16,0.19,0.41,0.55,0.78,0.99,0.09,0.11,0.23,0.31,0.43,0.55,0.06,0.07,0.15,0.2,0.29,0.37
23.84405,40.02211,0.162,0.199,0.407,0.528,0.706,0.849,0.3,0.37,0.81,1.1,1.48,1.8,0.16,0.19,0.42,0.59,0.84,1.08,0.09,0.11,0.23,0.32,0.45,0.58,0.06,0.07,0.14,0.2,0.28,0.37
23.89405,41.62211,0.068,0.084,0.198,0.296,0.459,0.583,0.13,0.16,0.37,0.54,0.83,1.12,0.07,0.09,0.19,0.28,0.42,0.57,0.04,0.05,0.11,0.15,0.22,0.3,0.03,0.03,0.07,0.1,0.14,0.18
23.89405,41.57211,0.073,0.09,0.205,0.293,0.439,0.575,0.14,0.18,0.4,0.57,0.85,1.12,0.08,0.1,0.22,0.31,0.46,0.62,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.16,0.21
23.89405,41.52211,0.071,0.087,0.207,0.309,0.482,0.609,0.14,0.17,0.39,0.57,0.88,1.19,0.08,0.1,0.21,0.3,0.46,0.63,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.16,0.2
23.89405,41.47211,0.069,0.084,0.195,0.28,0.418,0.546,0.14,0.16,0.38,0.54,0.8,1.06,0.08,0.09,0.2,0.28,0.43,0.57,0.04,0.05,0.11,0.16,0.23,0.3,0.03,0.03,0.07,0.1,0.15,0.19
23.89405,41.42211,0.074,0.091,0.221,0.33,0.468,0.58,0.15,0.18,0.42,0.61,0.94,1.23,0.09,0.1,0.23,0.33,0.51,0.69,0.05,0.06,0.13,0.18,0.27,0.37,0.03,0.04,0.09,0.12,0.18,0.23
23.89405,41.37211,0.065,0.08,0.187,0.27,0.402,0.52,0.12,0.15,0.35,0.5,0.76,1.01,0.07,0.08,0.18,0.26,0.39,0.51,0.04,0.05,0.1,0.14,0.21,0.27,0.02,0.03,0.06,0.09,0.13,0.17
23.89405,41.32211,0.072,0.089,0.224,0.336,0.486,0.607,0.14,0.17,0.41,0.61,0.95,1.26,0.08,0.1,0.22,0.32,0.49,0.67,0.05,0.06,0.12,0.17,0.26,0.35,0.03,0.04,0.08,0.11,0.17,0.22
23.89405,41.27211,0.069,0.085,0.207,0.301,0.453,0.576,0.13,0.16,0.39,0.56,0.86,1.15,0.07,0.09,0.2,0.29,0.45,0.6,0.04,0.05,0.11,0.16,0.24,0.33,0.03,0.03,0.07,0.1,0.15,0.2
23.89405,41.22211,0.069,0.086,0.226,0.324,0.455,0.575,0.13,0.16,0.4,0.61,0.92,1.22,0.07,0.09,0.2,0.29,0.48,0.67,0.04,0.05,0.11,0.16,0.25,0.36,0.03,0.03,0.07,0.1,0.16,0.22
23.89405,41.17211,0.08,0.099,0.246,0.36,0.521,0.656,0.16,0.19,0.46,0.68,1.07,1.42,0.09,0.11,0.25,0.37,0.58,0.84,0.05,0.06,0.14,0.2,0.32,0.46,0.03,0.04,0.09,0.13,0.2,0.28
23.89405,41.12211,0.067,0.083,0.216,0.305,0.428,0.549,0.13,0.16,0.38,0.57,0.87,1.17,0.07,0.08,0.18,0.27,0.44,0.63,0.04,0.04,0.1,0.14,0.23,0.33,0.02,0.03,0.07,0.09,0.14,0.19
23.89405,41.07211,0.077,0.095,0.23,0.335,0.487,0.612,0.15,0.18,0.42,0.62,0.95,1.25,0.08,0.1,0.23,0.32,0.5,0.68,0.05,0.06,0.13,0.18,0.27,0.36,0.03,0.04,0.08,0.12,0.18,0.24
23.89405,41.02211,0.08,0.098,0.245,0.352,0.497,0.619,0.15,0.19,0.44,0.65,1,1.29,0.09,0.1,0.23,0.33,0.51,0.68,0.05,0.06,0.13,0.18,0.27,0.36,0.03,0.04,0.09,0.12,0.18,0.23
23.89405,40.97211,0.089,0.109,0.252,0.357,0.519,0.669,0.17,0.21,0.48,0.67,0.99,1.28,0.1,0.12,0.27,0.38,0.56,0.73,0.06,0.07,0.16,0.22,0.31,0.4,0.04,0.05,0.11,0.14,0.21,0.26
23.89405,40.92211,0.091,0.111,0.266,0.381,0.546,0.687,0.18,0.22,0.5,0.71,1.06,1.39,0.1,0.12,0.27,0.38,0.56,0.74,0.06,0.07,0.16,0.22,0.31,0.4,0.04,0.05,0.11,0.14,0.21,0.26
23.89405,40.87211,0.093,0.113,0.256,0.358,0.517,0.662,0.18,0.22,0.49,0.68,0.99,1.28,0.1,0.13,0.27,0.37,0.54,0.7,0.06,0.07,0.15,0.21,0.3,0.39,0.04,0.05,0.1,0.14,0.2,0.26
23.89405,40.82211,0.094,0.115,0.265,0.364,0.508,0.632,0.18,0.22,0.5,0.72,1.03,1.3,0.1,0.12,0.26,0.37,0.56,0.74,0.06,0.07,0.15,0.21,0.3,0.4,0.04,0.05,0.1,0.14,0.2,0.25
23.89405,40.77211,0.101,0.124,0.276,0.378,0.523,0.648,0.19,0.24,0.53,0.74,1.07,1.34,0.11,0.13,0.29,0.4,0.59,0.77,0.07,0.08,0.16,0.22,0.33,0.42,0.04,0.05,0.11,0.15,0.21,0.27
23.89405,40.52211,0.119,0.148,0.324,0.434,0.639,0.837,0.22,0.27,0.63,0.91,1.34,1.72,0.11,0.14,0.33,0.48,0.71,0.93,0.06,0.08,0.17,0.25,0.39,0.52,0.04,0.05,0.11,0.16,0.24,0.32
23.89405,40.37211,0.134,0.166,0.36,0.478,0.681,0.873,0.25,0.3,0.73,1.06,1.51,1.91,0.14,0.16,0.41,0.59,0.86,1.09,0.08,0.09,0.23,0.33,0.49,0.63,0.05,0.06,0.15,0.21,0.31,0.4
23.89405,40.32211,0.137,0.17,0.37,0.54,0.804,1.03,0.26,0.31,0.78,1.11,1.57,2.11,0.14,0.17,0.43,0.63,0.94,1.28,0.08,0.1,0.24,0.35,0.52,0.71,0.05,0.06,0.15,0.22,0.34,0.45
23.89405,40.12211,0.136,0.167,0.363,0.476,0.635,0.773,0.25,0.3,0.69,0.94,1.29,1.6,0.13,0.15,0.34,0.47,0.69,0.88,0.07,0.08,0.18,0.25,0.36,0.47,0.04,0.05,0.11,0.16,0.22,0.29
23.89405,40.07211,0.162,0.195,0.41,0.547,0.747,0.914,0.31,0.37,0.79,1.08,1.5,1.86,0.17,0.2,0.43,0.59,0.83,1.05,0.1,0.12,0.24,0.33,0.46,0.59,0.06,0.07,0.16,0.21,0.31,0.39
23.89405,40.02211,0.178,0.217,0.424,0.549,0.732,0.882,0.33,0.4,0.86,1.15,1.56,1.89,0.18,0.21,0.47,0.65,0.93,1.18,0.1,0.12,0.25,0.36,0.51,0.65,0.06,0.07,0.16,0.22,0.32,0.41
23.89405,39.97211,0.173,0.208,0.407,0.529,0.706,0.849,0.32,0.39,0.82,1.09,1.48,1.81,0.17,0.2,0.44,0.61,0.86,1.06,0.09,0.11,0.24,0.33,0.47,0.59,0.06,0.07,0.15,0.21,0.3,0.38
