lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
22.69405,40.52211,0.128,0.159,0.336,0.441,0.597,0.743,0.24,0.3,0.67,0.9,1.23,1.54,0.13,0.16,0.36,0.52,0.73,0.92,0.07,0.09,0.19,0.27,0.4,0.52,0.05,0.06,0.12,0.17,0.25,0.32
22.69405,39.92211,0.144,0.175,0.421,0.651,1.02,1.32,0.3,0.36,0.85,1.34,2.04,2.62,0.19,0.23,0.54,0.88,1.33,1.74,0.11,0.14,0.32,0.5,0.77,1.01,0.08,0.09,0.21,0.31,0.49,0.66
22.69405,39.87211,0.097,0.117,0.269,0.395,0.611,0.803,0.19,0.22,0.53,0.79,1.24,1.61,0.1,0.12,0.27,0.42,0.65,0.84,0.05,0.06,0.15,0.22,0.35,0.46,0.03,0.04,0.09,0.14,0.21,0.29
22.69405,39.82211,0.095,0.115,0.272,0.374,0.516,0.637,0.18,0.22,0.5,0.72,1.02,1.3,0.09,0.11,0.24,0.35,0.52,0.67,0.05,0.06,0.13,0.19,0.28,0.36,0.03,0.04,0.08,0.12,0.17,0.22
22.69405,39.77211,0.113,0.136,0.303,0.419,0.587,0.736,0.22,0.27,0.57,0.81,1.17,1.48,0.12,0.15,0.32,0.44,0.65,0.83,0.07,0.08,0.18,0.25,0.36,0.46,0.05,0.05,0.11,0.16,0.22,0.28
22.69405,39.72211,0.096,0.116,0.274,0.375,0.517,0.639,0.18,0.22,0.5,0.7,1,1.27,0.09,0.11,0.24,0.34,0.5,0.64,0.05,0.06,0.13,0.18,0.27,0.34,0.03,0.04,0.08,0.11,0.16,0.21
22.74405,41.62211,0.087,0.106,0.263,0.375,0.551,0.719,0.17,0.21,0.49,0.71,1.03,1.35,0.09,0.11,0.25,0.36,0.53,0.69,0.05,0.06,0.13,0.19,0.27,0.36,0.03,0.04,0.08,0.11,0.17,0.21
22.74405,41.57211,0.085,0.105,0.251,0.339,0.483,0.603,0.16,0.2,0.48,0.67,0.93,1.18,0.08,0.1,0.24,0.34,0.5,0.63,0.05,0.05,0.13,0.18,0.26,0.34,0.03,0.03,0.07,0.1,0.15,0.19
22.74405,41.52211,0.09,0.112,0.269,0.369,0.511,0.645,0.17,0.21,0.52,0.71,1.05,1.36,0.09,0.11,0.26,0.37,0.55,0.71,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.03,0.08,0.12,0.17,0.23
22.74405,41.47211,0.116,0.143,0.344,0.465,0.686,0.901,0.23,0.28,0.69,1,1.55,2.03,0.13,0.16,0.39,0.59,0.93,1.18,0.07,0.09,0.21,0.32,0.5,0.63,0.04,0.05,0.13,0.19,0.29,0.38
22.74405,41.42211,0.136,0.169,0.41,0.589,0.917,1.2,0.27,0.33,0.85,1.23,1.9,2.5,0.16,0.2,0.5,0.78,1.17,1.52,0.09,0.11,0.27,0.43,0.64,0.84,0.06,0.07,0.17,0.25,0.38,0.5
22.74405,41.37211,0.092,0.114,0.272,0.367,0.521,0.682,0.17,0.21,0.52,0.73,1.12,1.46,0.08,0.1,0.25,0.37,0.57,0.74,0.04,0.05,0.13,0.19,0.3,0.39,0.03,0.03,0.07,0.11,0.17,0.22
22.74405,41.32211,0.095,0.118,0.282,0.382,0.522,0.643,0.18,0.22,0.54,0.73,1.08,1.39,0.08,0.1,0.26,0.37,0.54,0.71,0.04,0.05,0.13,0.19,0.29,0.37,0.03,0.03,0.08,0.11,0.17,0.22
22.74405,41.27211,0.096,0.117,0.273,0.377,0.527,0.653,0.18,0.22,0.51,0.73,1.04,1.38,0.08,0.1,0.25,0.36,0.54,0.71,0.04,0.05,0.13,0.19,0.29,0.38,0.03,0.03,0.08,0.11,0.17,0.23
22.74405,41.22211,0.105,0.129,0.312,0.425,0.582,0.724,0.2,0.24,0.58,0.83,1.2,1.58,0.1,0.12,0.29,0.43,0.63,0.85,0.05,0.07,0.15,0.22,0.34,0.45,0.03,0.04,0.09,0.13,0.2,0.27
22.74405,41.17211,0.116,0.141,0.317,0.449,0.645,0.812,0.22,0.27,0.6,0.86,1.28,1.65,0.12,0.14,0.33,0.47,0.71,0.94,0.06,0.08,0.18,0.25,0.38,0.51,0.04,0.05,0.11,0.15,0.23,0.3
22.74405,41.12211,0.112,0.136,0.322,0.462,0.663,0.824,0.21,0.26,0.59,0.85,1.25,1.64,0.11,0.14,0.31,0.44,0.66,0.87,0.06,0.07,0.17,0.23,0.35,0.46,0.04,0.05,0.1,0.14,0.21,0.27
22.74405,41.07211,0.12,0.146,0.324,0.449,0.644,0.816,0.24,0.29,0.63,0.87,1.25,1.63,0.13,0.16,0.36,0.5,0.73,0.94,0.07,0.09,0.2,0.27,0.4,0.51,0.05,0.06,0.12,0.17,0.24,0.31
22.74405,41.02211,0.116,0.142,0.339,0.487,0.682,0.845,0.23,0.28,0.63,0.9,1.34,1.73,0.13,0.16,0.35,0.49,0.73,0.98,0.07,0.09,0.19,0.26,0.39,0.52,0.04,0.05,0.11,0.16,0.24,0.31
22.74405,40.97211,0.108,0.132,0.297,0.411,0.588,0.748,0.21,0.25,0.57,0.79,1.15,1.47,0.11,0.14,0.31,0.43,0.63,0.82,0.06,0.08,0.16,0.23,0.34,0.44,0.04,0.05,0.1,0.14,0.2,0.26
22.74405,40.92211,0.114,0.14,0.336,0.466,0.646,0.803,0.22,0.27,0.62,0.88,1.28,1.63,0.12,0.15,0.33,0.47,0.7,0.93,0.07,0.08,0.18,0.25,0.37,0.5,0.04,0.05,0.11,0.15,0.22,0.3
22.74405,40.87211,0.132,0.162,0.363,0.504,0.713,0.893,0.26,0.32,0.71,0.99,1.43,1.82,0.15,0.18,0.41,0.58,0.85,1.1,0.09,0.1,0.23,0.32,0.47,0.61,0.05,0.06,0.14,0.2,0.29,0.37
22.74405,40.82211,0.119,0.147,0.342,0.458,0.632,0.787,0.22,0.27,0.63,0.9,1.27,1.6,0.12,0.14,0.33,0.47,0.71,0.92,0.07,0.08,0.18,0.25,0.37,0.5,0.04,0.05,0.11,0.15,0.23,0.3
22.74405,40.77211,0.118,0.144,0.323,0.441,0.613,0.766,0.22,0.27,0.6,0.84,1.2,1.52,0.11,0.14,0.31,0.44,0.65,0.84,0.06,0.08,0.17,0.24,0.35,0.45,0.04,0.05,0.11,0.15,0.21,0.27
22.74405,40.72211,0.132,0.163,0.357,0.482,0.663,0.821,0.25,0.31,0.71,0.97,1.35,1.69,0.13,0.16,0.38,0.54,0.78,1,0.08,0.09,0.2,0.28,0.42,0.54,0.05,0.06,0.13,0.18,0.26,0.33
22.74405,40.67211,0.155,0.19,0.42,0.569,0.788,0.985,0.3,0.37,0.82,1.14,1.62,2.04,0.18,0.22,0.49,0.68,0.99,1.28,0.1,0.13,0.27,0.38,0.55,0.71,0.07,0.08,0.18,0.25,0.35,0.45
22.74405,40.62211,0.158,0.196,0.421,0.563,0.775,0.964,0.31,0.38,0.86,1.17,1.63,2.03,0.18,0.22,0.51,0.72,1.04,1.33,0.1,0.13,0.28,0.39,0.58,0.75,0.07,0.08,0.18,0.25,0.36,0.46
22.74405,40.57211,0.164,0.2,0.444,0.598,0.826,1.03,0.32,0.39,0.87,1.21,1.71,2.17,0.19,0.24,0.53,0.74,1.08,1.39,0.11,0.14,0.3,0.41,0.6,0.77,0.07,0.09,0.19,0.27,0.39,0.51
22.74405,40.52211,0.144,0.179,0.387,0.519,0.713,0.878,0.27,0.34,0.78,1.07,1.47,1.84,0.16,0.19,0.43,0.62,0.9,1.13,0.09,0.11,0.23,0.33,0.49,0.63,0.06,0.07,0.15,0.21,0.3,0.39
22.74405,39.82211,0.096,0.116,0.274,0.372,0.511,0.635,0.18,0.22,0.5,0.73,1.04,1.34,0.09,0.11,0.24,0.35,0.54,0.71,0.05,0.06,0.13,0.19,0.29,0.38,0.03,0.04,0.08,0.12,0.17,0.23
22.74405,39.77211,0.103,0.124,0.274,0.38,0.532,0.661,0.2,0.24,0.51,0.72,1.04,1.31,0.11,0.13,0.27,0.37,0.54,0.69,0.06,0.07,0.15,0.21,0.3,0.38,0.04,0.04,0.09,0.13,0.18,0.23
22.74405,39.72211,0.104,0.126,0.292,0.398,0.546,0.676,0.2,0.24,0.53,0.76,1.09,1.36,0.11,0.13,0.27,0.38,0.55,0.71,0.06,0.07,0.15,0.2,0.29,0.37,0.04,0.04,0.09,0.13,0.18,0.23
22.79405,41.62211,0.084,0.103,0.251,0.364,0.548,0.732,0.16,0.2,0.46,0.66,0.98,1.3,0.08,0.1,0.23,0.33,0.49,0.64,0.05,0.06,0.12,0.17,0.26,0.34,0.03,0.03,0.07,0.1,0.15,0.2
22.79405,41.57211,0.09,0.11,0.259,0.362,0.507,0.641,0.17,0.21,0.49,0.69,1,1.26,0.09,0.11,0.26,0.36,0.51,0.66,0.05,0.06,0.14,0.19,0.27,0.35,0.03,0.04,0.08,0.11,0.17,0.21
22.79405,41.52211,0.084,0.103,0.255,0.35,0.496,0.618,0.16,0.19,0.47,0.65,0.93,1.19,0.08,0.09,0.22,0.32,0.47,0.59,0.04,0.05,0.11,0.17,0.24,0.32,0.02,0.03,0.07,0.09,0.14,0.18
22.79405,41.47211,0.108,0.132,0.319,0.434,0.62,0.807,0.21,0.25,0.61,0.9,1.37,1.83,0.11,0.14,0.33,0.51,0.8,1.04,0.06,0.07,0.17,0.27,0.42,0.55,0.04,0.04,0.11,0.16,0.25,0.33
22.79405,41.42211,0.138,0.171,0.419,0.602,0.94,1.24,0.27,0.34,0.86,1.27,1.95,2.55,0.16,0.2,0.51,0.8,1.2,1.57,0.09,0.11,0.28,0.44,0.65,0.86,0.06,0.07,0.17,0.26,0.39,0.51
22.79405,41.37211,0.093,0.115,0.273,0.371,0.531,0.697,0.17,0.21,0.52,0.74,1.14,1.5,0.08,0.1,0.25,0.38,0.59,0.76,0.04,0.05,0.13,0.2,0.3,0.39,0.03,0.03,0.08,0.11,0.17,0.22
22.79405,41.32211,0.094,0.116,0.28,0.38,0.522,0.645,0.17,0.21,0.53,0.73,1.07,1.38,0.08,0.1,0.25,0.36,0.53,0.71,0.04,0.05,0.13,0.19,0.28,0.37,0.03,0.03,0.08,0.11,0.16,0.22
22.79405,41.27211,0.117,0.144,0.34,0.469,0.657,0.814,0.23,0.28,0.64,0.91,1.31,1.68,0.12,0.15,0.35,0.51,0.75,0.98,0.07,0.08,0.19,0.27,0.41,0.54,0.04,0.05,0.11,0.16,0.25,0.33
22.79405,41.22211,0.135,0.166,0.402,0.55,0.753,0.929,0.27,0.33,0.77,1.11,1.6,2.02,0.15,0.19,0.44,0.64,0.96,1.28,0.09,0.1,0.24,0.35,0.54,0.71,0.05,0.06,0.15,0.21,0.32,0.43
22.79405,41.17211,0.118,0.144,0.322,0.454,0.658,0.829,0.23,0.28,0.62,0.87,1.29,1.68,0.12,0.15,0.34,0.48,0.72,0.96,0.07,0.08,0.18,0.26,0.39,0.51,0.04,0.05,0.11,0.16,0.23,0.31
22.79405,41.12211,0.116,0.142,0.337,0.487,0.697,0.86,0.22,0.27,0.62,0.89,1.32,1.71,0.12,0.15,0.33,0.47,0.7,0.93,0.07,0.08,0.18,0.25,0.37,0.49,0.04,0.05,0.11,0.15,0.23,0.29
22.79405,41.07211,0.126,0.153,0.34,0.472,0.676,0.853,0.25,0.3,0.66,0.92,1.32,1.7,0.14,0.17,0.38,0.54,0.78,1.01,0.08,0.1,0.21,0.3,0.43,0.55,0.05,0.06,0.13,0.18,0.26,0.34
22.79405,41.02211,0.123,0.15,0.358,0.512,0.722,0.89,0.24,0.29,0.67,0.96,1.42,1.82,0.14,0.17,0.38,0.53,0.8,1.06,0.08,0.09,0.2,0.29,0.43,0.57,0.05,0.06,0.12,0.18,0.26,0.34
22.79405,40.97211,0.122,0.15,0.337,0.469,0.667,0.842,0.24,0.29,0.65,0.91,1.32,1.7,0.14,0.17,0.37,0.52,0.76,1,0.08,0.09,0.2,0.29,0.42,0.55,0.05,0.06,0.13,0.18,0.26,0.33
22.79405,40.92211,0.121,0.15,0.356,0.501,0.691,0.851,0.24,0.29,0.66,0.94,1.38,1.75,0.13,0.16,0.36,0.51,0.77,1.01,0.07,0.09,0.2,0.28,0.41,0.55,0.04,0.05,0.12,0.17,0.25,0.33
22.79405,40.87211,0.117,0.143,0.32,0.441,0.624,0.783,0.22,0.27,0.6,0.84,1.22,1.57,0.12,0.14,0.32,0.45,0.66,0.87,0.07,0.08,0.18,0.25,0.36,0.47,0.04,0.05,0.11,0.15,0.22,0.28
22.79405,40.82211,0.121,0.15,0.348,0.469,0.644,0.796,0.23,0.28,0.64,0.9,1.29,1.63,0.12,0.15,0.33,0.47,0.71,0.93,0.07,0.08,0.18,0.25,0.37,0.5,0.04,0.05,0.11,0.16,0.23,0.3
22.79405,40.77211,0.124,0.152,0.343,0.466,0.646,0.802,0.23,0.28,0.63,0.88,1.26,1.62,0.12,0.15,0.33,0.47,0.69,0.89,0.07,0.08,0.18,0.25,0.37,0.48,0.04,0.05,0.12,0.16,0.24,0.3
22.79405,40.72211,0.135,0.167,0.372,0.501,0.687,0.845,0.26,0.31,0.73,1.01,1.4,1.75,0.14,0.17,0.39,0.55,0.81,1.03,0.08,0.09,0.21,0.29,0.43,0.56,0.05,0.06,0.13,0.18,0.27,0.34
22.79405,40.67211,0.15,0.184,0.408,0.554,0.766,0.951,0.29,0.35,0.79,1.1,1.57,1.96,0.17,0.2,0.45,0.64,0.92,1.18,0.1,0.12,0.25,0.35,0.5,0.65,0.06,0.07,0.16,0.23,0.33,0.42
22.79405,40.62211,0.169,0.21,0.454,0.606,0.831,1.03,0.33,0.41,0.93,1.27,1.77,2.21,0.2,0.24,0.56,0.8,1.16,1.47,0.12,0.14,0.31,0.43,0.64,0.83,0.07,0.09,0.2,0.28,0.4,0.51
22.79405,40.57211,0.167,0.204,0.454,0.613,0.844,1.05,0.32,0.4,0.89,1.23,1.76,2.23,0.2,0.24,0.53,0.75,1.1,1.42,0.12,0.14,0.3,0.42,0.61,0.79,0.07,0.09,0.2,0.27,0.4,0.52
22.79405,39.82211,0.101,0.123,0.289,0.392,0.543,0.688,0.19,0.24,0.53,0.77,1.12,1.5,0.1,0.12,0.26,0.39,0.61,0.79,0.06,0.07,0.15,0.21,0.32,0.43,0.04,0.04,0.09,0.13,0.2,0.26
22.79405,39.77211,0.098,0.118,0.259,0.36,0.504,0.624,0.19,0.22,0.48,0.67,0.97,1.23,0.1,0.11,0.24,0.33,0.49,0.63,0.05,0.06,0.13,0.18,0.26,0.34,0.03,0.04,0.08,0.11,0.16,0.21
22.79405,39.72211,0.117,0.14,0.328,0.443,0.609,0.755,0.23,0.27,0.6,0.84,1.21,1.56,0.13,0.15,0.32,0.45,0.64,0.82,0.07,0.09,0.18,0.25,0.35,0.44,0.05,0.05,0.11,0.15,0.22,0.27
22.84405,41.62211,0.093,0.115,0.274,0.393,0.571,0.728,0.18,0.22,0.51,0.73,1.08,1.43,0.1,0.12,0.28,0.39,0.57,0.75,0.06,0.07,0.15,0.21,0.3,0.39,0.03,0.04,0.09,0.12,0.18,0.24
22.84405,41.57211,0.092,0.113,0.256,0.358,0.509,0.64,0.18,0.22,0.49,0.68,0.97,1.23,0.09,0.11,0.25,0.36,0.51,0.66,0.05,0.06,0.14,0.19,0.27,0.35,0.03,0.04,0.08,0.11,0.16,0.21
22.84405,41.52211,0.085,0.105,0.254,0.352,0.501,0.621,0.16,0.19,0.46,0.66,0.93,1.18,0.08,0.09,0.22,0.32,0.47,0.6,0.04,0.05,0.11,0.16,0.24,0.31,0.02,0.03,0.07,0.09,0.14,0.18
22.84405,41.47211,0.095,0.117,0.274,0.38,0.534,0.682,0.18,0.22,0.52,0.76,1.16,1.52,0.09,0.11,0.26,0.4,0.62,0.81,0.05,0.06,0.14,0.2,0.32,0.42,0.03,0.03,0.08,0.12,0.18,0.25
22.84405,41.42211,0.123,0.152,0.369,0.525,0.817,1.08,0.24,0.29,0.75,1.11,1.69,2.19,0.13,0.16,0.42,0.64,0.99,1.27,0.07,0.09,0.23,0.35,0.53,0.68,0.05,0.05,0.13,0.21,0.31,0.4
22.84405,41.37211,0.093,0.114,0.271,0.37,0.532,0.705,0.17,0.21,0.52,0.75,1.16,1.54,0.08,0.1,0.25,0.38,0.6,0.76,0.04,0.05,0.13,0.2,0.3,0.39,0.03,0.03,0.08,0.11,0.18,0.23
22.84405,41.32211,0.094,0.116,0.278,0.377,0.517,0.641,0.17,0.21,0.53,0.73,1.07,1.39,0.08,0.1,0.25,0.36,0.54,0.72,0.04,0.05,0.13,0.19,0.28,0.37,0.03,0.03,0.08,0.11,0.16,0.22
22.84405,41.27211,0.118,0.145,0.341,0.469,0.654,0.809,0.23,0.28,0.65,0.92,1.32,1.69,0.12,0.15,0.35,0.51,0.76,1.01,0.07,0.08,0.19,0.27,0.41,0.54,0.04,0.05,0.11,0.17,0.25,0.33
22.84405,41.22211,0.103,0.126,0.304,0.41,0.559,0.692,0.19,0.24,0.56,0.8,1.15,1.45,0.1,0.12,0.28,0.41,0.61,0.8,0.05,0.06,0.15,0.21,0.32,0.43,0.03,0.04,0.09,0.12,0.19,0.25
22.84405,41.17211,0.111,0.135,0.307,0.43,0.611,0.768,0.21,0.26,0.58,0.82,1.2,1.56,0.11,0.14,0.31,0.44,0.65,0.87,0.06,0.08,0.17,0.24,0.35,0.47,0.04,0.05,0.1,0.14,0.21,0.28
22.84405,41.12211,0.105,0.129,0.307,0.439,0.619,0.771,0.2,0.25,0.56,0.8,1.18,1.54,0.1,0.13,0.29,0.4,0.6,0.78,0.06,0.07,0.15,0.21,0.31,0.41,0.03,0.04,0.09,0.13,0.19,0.24
22.84405,41.07211,0.109,0.133,0.296,0.411,0.586,0.744,0.21,0.26,0.56,0.78,1.13,1.44,0.11,0.14,0.3,0.42,0.61,0.79,0.06,0.07,0.16,0.23,0.33,0.42,0.04,0.05,0.1,0.14,0.2,0.26
22.84405,41.02211,0.115,0.142,0.341,0.489,0.681,0.839,0.23,0.27,0.63,0.89,1.33,1.71,0.12,0.15,0.34,0.48,0.71,0.95,0.07,0.08,0.18,0.26,0.38,0.5,0.04,0.05,0.11,0.15,0.23,0.3
22.84405,40.97211,0.116,0.142,0.319,0.444,0.631,0.797,0.22,0.27,0.61,0.85,1.23,1.6,0.12,0.15,0.34,0.47,0.68,0.9,0.07,0.08,0.18,0.26,0.37,0.48,0.04,0.05,0.11,0.15,0.22,0.29
22.84405,40.92211,0.125,0.155,0.369,0.514,0.709,0.871,0.24,0.3,0.68,0.97,1.43,1.8,0.14,0.16,0.37,0.53,0.8,1.05,0.08,0.09,0.2,0.28,0.42,0.56,0.05,0.06,0.13,0.18,0.26,0.34
22.84405,40.87211,0.129,0.158,0.357,0.493,0.694,0.861,0.25,0.3,0.67,0.93,1.35,1.73,0.14,0.17,0.37,0.52,0.76,0.99,0.08,0.09,0.21,0.29,0.42,0.54,0.05,0.06,0.13,0.18,0.26,0.34
22.84405,40.82211,0.139,0.172,0.394,0.532,0.732,0.902,0.26,0.32,0.75,1.07,1.51,1.87,0.15,0.18,0.41,0.58,0.87,1.13,0.08,0.1,0.22,0.31,0.46,0.61,0.05,0.06,0.14,0.2,0.29,0.38
22.84405,40.77211,0.111,0.136,0.304,0.413,0.572,0.714,0.2,0.25,0.55,0.77,1.11,1.4,0.1,0.12,0.27,0.38,0.56,0.73,0.05,0.07,0.14,0.2,0.3,0.4,0.03,0.04,0.09,0.13,0.19,0.25
22.84405,40.72211,0.13,0.162,0.359,0.482,0.656,0.808,0.24,0.3,0.7,0.96,1.33,1.68,0.13,0.16,0.36,0.51,0.76,0.99,0.07,0.09,0.19,0.27,0.4,0.53,0.04,0.05,0.12,0.17,0.25,0.32
22.84405,40.67211,0.155,0.19,0.423,0.572,0.788,0.979,0.3,0.37,0.82,1.14,1.62,2.04,0.17,0.21,0.47,0.67,0.97,1.25,0.1,0.12,0.26,0.36,0.53,0.68,0.06,0.08,0.17,0.24,0.34,0.44
22.84405,40.62211,0.173,0.215,0.464,0.618,0.845,1.05,0.34,0.41,0.95,1.3,1.8,2.25,0.2,0.25,0.57,0.82,1.18,1.51,0.12,0.14,0.31,0.44,0.66,0.85,0.08,0.09,0.2,0.28,0.4,0.52
22.84405,40.47211,0.122,0.15,0.335,0.459,0.637,0.789,0.23,0.27,0.61,0.86,1.23,1.58,0.12,0.14,0.32,0.44,0.65,0.84,0.07,0.08,0.17,0.24,0.35,0.44,0.04,0.05,0.11,0.15,0.22,0.28
22.84405,39.77211,0.104,0.125,0.275,0.38,0.53,0.657,0.2,0.24,0.51,0.72,1.04,1.3,0.11,0.13,0.27,0.37,0.54,0.69,0.06,0.07,0.15,0.2,0.29,0.38,0.04,0.04,0.09,0.13,0.18,0.23
22.84405,39.72211,0.117,0.141,0.327,0.438,0.599,0.741,0.23,0.27,0.6,0.84,1.21,1.53,0.13,0.15,0.32,0.44,0.64,0.82,0.07,0.09,0.18,0.24,0.35,0.44,0.05,0.05,0.11,0.15,0.21,0.27
22.89405,41.62211,0.088,0.108,0.259,0.367,0.52,0.649,0.17,0.21,0.48,0.68,1.01,1.32,0.09,0.11,0.25,0.35,0.51,0.68,0.05,0.06,0.13,0.18,0.27,0.35,0.03,0.04,0.08,0.11,0.16,0.21
22.89405,41.57211,0.09,0.11,0.247,0.344,0.491,0.618,0.17,0.21,0.47,0.65,0.92,1.18,0.09,0.11,0.24,0.34,0.49,0.62,0.05,0.06,0.13,0.18,0.26,0.33,0.03,0.04,0.08,0.11,0.15,0.2
22.89405,41.52211,0.091,0.112,0.267,0.377,0.536,0.672,0.17,0.21,0.49,0.7,1.01,1.28,0.09,0.1,0.24,0.34,0.51,0.65,0.05,0.06,0.13,0.18,0.26,0.34,0.03,0.03,0.07,0.1,0.15,0.2
22.89405,41.47211,0.094,0.115,0.27,0.378,0.526,0.666,0.18,0.22,0.5,0.74,1.09,1.45,0.09,0.11,0.25,0.38,0.58,0.77,0.05,0.06,0.13,0.2,0.3,0.4,0.03,0.03,0.08,0.11,0.18,0.24
22.89405,41.42211,0.102,0.126,0.307,0.439,0.684,0.896,0.19,0.24,0.59,0.87,1.36,1.79,0.1,0.12,0.3,0.47,0.72,0.93,0.05,0.06,0.16,0.25,0.37,0.48,0.03,0.04,0.09,0.14,0.22,0.28
22.89405,41.37211,0.093,0.114,0.27,0.374,0.556,0.744,0.17,0.21,0.51,0.77,1.16,1.57,0.08,0.1,0.25,0.38,0.6,0.78,0.04,0.05,0.13,0.2,0.3,0.4,0.03,0.03,0.08,0.12,0.18,0.23
22.89405,41.32211,0.093,0.115,0.278,0.377,0.521,0.663,0.17,0.21,0.53,0.73,1.1,1.43,0.08,0.1,0.25,0.36,0.56,0.75,0.04,0.05,0.13,0.19,0.29,0.39,0.03,0.03,0.08,0.11,0.16,0.22
22.89405,41.27211,0.114,0.14,0.328,0.454,0.633,0.786,0.22,0.27,0.62,0.88,1.28,1.65,0.12,0.14,0.33,0.48,0.73,0.98,0.06,0.08,0.18,0.26,0.39,0.53,0.04,0.05,0.11,0.16,0.24,0.32
22.89405,41.22211,0.099,0.122,0.291,0.391,0.532,0.658,0.19,0.23,0.54,0.77,1.09,1.43,0.09,0.12,0.26,0.39,0.58,0.78,0.05,0.06,0.14,0.2,0.3,0.42,0.03,0.04,0.08,0.12,0.18,0.24
22.89405,41.17211,0.113,0.137,0.316,0.436,0.601,0.741,0.22,0.27,0.59,0.84,1.22,1.56,0.12,0.14,0.33,0.46,0.68,0.89,0.07,0.08,0.18,0.25,0.37,0.49,0.04,0.05,0.11,0.15,0.22,0.29
22.89405,41.12211,0.118,0.145,0.35,0.498,0.688,0.849,0.23,0.28,0.65,0.92,1.36,1.74,0.13,0.16,0.35,0.5,0.74,0.96,0.07,0.09,0.19,0.27,0.39,0.51,0.04,0.05,0.11,0.16,0.24,0.31
22.89405,41.07211,0.115,0.139,0.313,0.435,0.618,0.783,0.22,0.27,0.6,0.83,1.19,1.53,0.12,0.15,0.33,0.46,0.66,0.85,0.07,0.08,0.18,0.25,0.36,0.46,0.04,0.05,0.11,0.15,0.22,0.28
22.89405,41.02211,0.117,0.145,0.347,0.496,0.689,0.848,0.23,0.28,0.64,0.91,1.35,1.73,0.13,0.15,0.34,0.48,0.72,0.97,0.07,0.08,0.18,0.26,0.38,0.51,0.04,0.05,0.11,0.16,0.23,0.3
22.89405,40.97211,0.119,0.145,0.327,0.452,0.643,0.809,0.23,0.28,0.62,0.87,1.25,1.62,0.13,0.15,0.34,0.48,0.69,0.9,0.07,0.08,0.19,0.26,0.37,0.49,0.04,0.05,0.11,0.16,0.23,0.29
22.89405,40.92211,0.13,0.161,0.381,0.525,0.722,0.889,0.25,0.3,0.7,1,1.46,1.83,0.14,0.17,0.38,0.54,0.82,1.07,0.08,0.09,0.21,0.29,0.43,0.57,0.05,0.06,0.13,0.18,0.27,0.35
22.89405,40.87211,0.139,0.171,0.385,0.53,0.739,0.918,0.26,0.32,0.72,1.01,1.46,1.86,0.15,0.18,0.41,0.58,0.85,1.11,0.09,0.1,0.23,0.32,0.47,0.63,0.05,0.07,0.15,0.21,0.3,0.4
22.89405,40.82211,0.129,0.159,0.363,0.49,0.668,0.822,0.24,0.29,0.68,0.96,1.34,1.72,0.13,0.15,0.35,0.5,0.76,1,0.07,0.08,0.18,0.27,0.41,0.54,0.04,0.05,0.12,0.17,0.25,0.33
22.89405,40.77211,0.116,0.141,0.316,0.429,0.59,0.731,0.21,0.26,0.58,0.81,1.17,1.52,0.1,0.13,0.29,0.42,0.64,0.84,0.06,0.07,0.15,0.23,0.35,0.45,0.04,0.04,0.1,0.14,0.21,0.27
22.89405,40.72211,0.124,0.154,0.335,0.447,0.621,0.79,0.23,0.28,0.64,0.89,1.31,1.71,0.11,0.14,0.33,0.48,0.71,0.93,0.06,0.07,0.17,0.25,0.38,0.49,0.04,0.05,0.1,0.15,0.23,0.29
22.89405,40.47211,0.138,0.169,0.376,0.517,0.72,0.888,0.26,0.32,0.71,0.98,1.42,1.8,0.15,0.18,0.38,0.54,0.78,1.02,0.08,0.1,0.22,0.3,0.43,0.55,0.05,0.06,0.14,0.19,0.28,0.36
22.89405,40.42211,0.132,0.164,0.38,0.511,0.698,0.855,0.25,0.31,0.71,1.01,1.42,1.77,0.14,0.17,0.38,0.53,0.8,1.03,0.08,0.1,0.21,0.29,0.42,0.55,0.05,0.06,0.13,0.18,0.26,0.33
22.94405,41.62211,0.093,0.114,0.273,0.38,0.529,0.654,0.18,0.22,0.51,0.73,1.08,1.37,0.1,0.12,0.27,0.38,0.56,0.74,0.06,0.07,0.14,0.2,0.3,0.39,0.03,0.04,0.09,0.12,0.18,0.23
22.94405,41.57211,0.095,0.116,0.258,0.36,0.513,0.651,0.18,0.23,0.5,0.69,0.99,1.25,0.1,0.12,0.26,0.37,0.53,0.68,0.05,0.07,0.14,0.2,0.28,0.37,0.03,0.04,0.09,0.12,0.17,0.22
